city,city_ascii,country,admin_name
bellingham,bellingham,united states,washington
kenmore,kenmore,united states,washington
ellensburg,ellensburg,united states,washington
dupont,dupont,united states,washington
granite falls,granite falls,united states,washington
milton,milton,united states,washington
stanwood,stanwood,united states,washington
east wenatchee,east wenatchee,united states,washington
spokane,spokane,united states,washington
chelan,chelan,united states,washington
camas,camas,united states,washington
blaine,blaine,united states,washington
union gap,union gap,united states,washington
pasco,pasco,united states,washington
issaquah,issaquah,united states,washington
toppenish,toppenish,united states,washington
orting,orting,united states,washington
fircrest,fircrest,united states,washington
vancouver,vancouver,united states,washington
battle ground,battle ground,united states,washington
college place,college place,united states,washington
mount vernon,mount vernon,united states,washington
ferndale,ferndale,united states,washington
aberdeen,aberdeen,united states,washington
everett,everett,united states,washington
burien,burien,united states,washington
manassas park,manassas park,united states,virginia
fairfax,fairfax,united states,virginia
big stone gap,big stone gap,united states,virginia
waynesboro,waynesboro,united states,virginia
lexington,lexington,united states,virginia
winchester,winchester,united states,virginia
orange,orange,united states,virginia
strasburg,strasburg,united states,virginia
radford,radford,united states,virginia
richmond,richmond,united states,virginia
virginia beach,virginia beach,united states,virginia
herndon,herndon,united states,virginia
chesapeake,chesapeake,united states,virginia
purcellville,purcellville,united states,virginia
covington,covington,united states,virginia
charlottesville,charlottesville,united states,virginia
smithfield,smithfield,united states,virginia
norfolk,norfolk,united states,virginia
dumfries,dumfries,united states,virginia
petersburg,petersburg,united states,virginia
clifton forge,clifton forge,united states,virginia
falls church,falls church,united states,virginia
rocky mount,rocky mount,united states,virginia
galax,galax,united states,virginia
farmville,farmville,united states,virginia
martinsville,martinsville,united states,virginia
danville,danville,united states,virginia
manassas,manassas,united states,virginia
suffolk,suffolk,united states,virginia
harrisonburg,harrisonburg,united states,virginia
fredericksburg,fredericksburg,united states,virginia
warrenton,warrenton,united states,virginia
marion,marion,united states,virginia
broadway,broadway,united states,virginia
bridgewater,bridgewater,united states,virginia
culpeper,culpeper,united states,virginia
vinton,vinton,united states,virginia
blacksburg,blacksburg,united states,virginia
portsmouth,portsmouth,united states,virginia
newport news,newport news,united states,virginia
salem,salem,united states,virginia
leesburg,leesburg,united states,virginia
pulaski,pulaski,united states,virginia
staunton,staunton,united states,virginia
wytheville,wytheville,united states,virginia
bristol,bristol,united states,virginia
ashland,ashland,united states,virginia
hampton,hampton,united states,virginia
roanoke,roanoke,united states,virginia
williamsburg,williamsburg,united states,virginia
front royal,front royal,united states,virginia
alexandria,alexandria,united states,virginia
norton,norton,united states,virginia
vienna,vienna,united states,virginia
lynchburg,lynchburg,united states,virginia
emporia,emporia,united states,virginia
woodstock,woodstock,united states,virginia
richlands,richlands,united states,virginia
poquoson,poquoson,united states,virginia
bedford,bedford,united states,virginia
abingdon,abingdon,united states,virginia
franklin,franklin,united states,virginia
hopewell,hopewell,united states,virginia
buena vista,buena vista,united states,virginia
south boston,south boston,united states,virginia
christiansburg,christiansburg,united states,virginia
colonial heights,colonial heights,united states,virginia
newark,newark,united states,delaware
milford,milford,united states,delaware
middletown,middletown,united states,delaware
millsboro,millsboro,united states,delaware
seaford,seaford,united states,delaware
lewes,lewes,united states,delaware
elsmere,elsmere,united states,delaware
georgetown,georgetown,united states,delaware
wilmington,wilmington,united states,delaware
ocean view,ocean view,united states,delaware
dover,dover,united states,delaware
new castle,new castle,united states,delaware
smyrna,smyrna,united states,delaware
washington,washington,united states,district of columbia
kaukauna,kaukauna,united states,wisconsin
oconomowoc,oconomowoc,united states,wisconsin
verona,verona,united states,wisconsin
platteville,platteville,united states,wisconsin
rice lake,rice lake,united states,wisconsin
north fond du lac,north fond du lac,united states,wisconsin
windsor,windsor,united states,wisconsin
howard,howard,united states,wisconsin
burlington,burlington,united states,wisconsin
chippewa falls,chippewa falls,united states,wisconsin
waupaca,waupaca,united states,wisconsin
lake geneva,lake geneva,united states,wisconsin
fitchburg,fitchburg,united states,wisconsin
merrill,merrill,united states,wisconsin
monona,monona,united states,wisconsin
beaver dam,beaver dam,united states,wisconsin
little chute,little chute,united states,wisconsin
baldwin,baldwin,united states,wisconsin
mount pleasant,mount pleasant,united states,wisconsin
shorewood,shorewood,united states,wisconsin
columbus,columbus,united states,wisconsin
beloit,beloit,united states,wisconsin
greenfield,greenfield,united states,wisconsin
greendale,greendale,united states,wisconsin
suamico,suamico,united states,wisconsin
pewaukee,pewaukee,united states,wisconsin
fond du lac,fond du lac,united states,wisconsin
hartland,hartland,united states,wisconsin
edgerton,edgerton,united states,wisconsin
hartford,hartford,united states,wisconsin
elkhorn,elkhorn,united states,wisconsin
rhinelander,rhinelander,united states,wisconsin
baraboo,baraboo,united states,wisconsin
plover,plover,united states,wisconsin
janesville,janesville,united states,wisconsin
twin lakes,twin lakes,united states,wisconsin
marinette,marinette,united states,wisconsin
pleasant prairie,pleasant prairie,united states,wisconsin
muskego,muskego,united states,wisconsin
manitowoc,manitowoc,united states,wisconsin
kronenwetter,kronenwetter,united states,wisconsin
lake hallie,lake hallie,united states,wisconsin
kenosha,kenosha,united states,wisconsin
slinger,slinger,united states,wisconsin
jefferson,jefferson,united states,wisconsin
hales corners,hales corners,united states,wisconsin
sussex,sussex,united states,wisconsin
union grove,union grove,united states,wisconsin
mukwonago,mukwonago,united states,wisconsin
watertown,watertown,united states,wisconsin
ripon,ripon,united states,wisconsin
onalaska,onalaska,united states,wisconsin
middleton,middleton,united states,wisconsin
ashland,ashland,united states,wisconsin
waterford,waterford,united states,wisconsin
delavan,delavan,united states,wisconsin
sparta,sparta,united states,wisconsin
de forest,de forest,united states,wisconsin
la crosse,la crosse,united states,wisconsin
hobart,hobart,united states,wisconsin
whitewater,whitewater,united states,wisconsin
stevens point,stevens point,united states,wisconsin
prairie du chien,prairie du chien,united states,wisconsin
kimberly,kimberly,united states,wisconsin
sun prairie,sun prairie,united states,wisconsin
prairie du sac,prairie du sac,united states,wisconsin
oshkosh,oshkosh,united states,wisconsin
evansville,evansville,united states,wisconsin
marshfield,marshfield,united states,wisconsin
grafton,grafton,united states,wisconsin
cudahy,cudahy,united states,wisconsin
sheboygan,sheboygan,united states,wisconsin
caledonia,caledonia,united states,wisconsin
menomonee falls,menomonee falls,united states,wisconsin
rothschild,rothschild,united states,wisconsin
weston,weston,united states,wisconsin
germantown,germantown,united states,wisconsin
menominee,menominee,united states,wisconsin
new london,new london,united states,wisconsin
reedsburg,reedsburg,united states,wisconsin
port washington,port washington,united states,wisconsin
kiel,kiel,united states,wisconsin
mount horeb,mount horeb,united states,wisconsin
south milwaukee,south milwaukee,united states,wisconsin
elm grove,elm grove,united states,wisconsin
jackson,jackson,united states,wisconsin
appleton,appleton,united states,wisconsin
oregon,oregon,united states,wisconsin
brookfield,brookfield,united states,wisconsin
cottage grove,cottage grove,united states,wisconsin
saint francis,saint francis,united states,wisconsin
sheboygan falls,sheboygan falls,united states,wisconsin
lake delton,lake delton,united states,wisconsin
de pere,de pere,united states,wisconsin
stoughton,stoughton,united states,wisconsin
west allis,west allis,united states,wisconsin
tomah,tomah,united states,wisconsin
altoona,altoona,united states,wisconsin
harrison,harrison,united states,wisconsin
holmen,holmen,united states,wisconsin
allouez,allouez,united states,wisconsin
fox point,fox point,united states,wisconsin
west bend,west bend,united states,wisconsin
waukesha,waukesha,united states,wisconsin
bristol,bristol,united states,wisconsin
glendale,glendale,united states,wisconsin
monroe,monroe,united states,wisconsin
two rivers,two rivers,united states,wisconsin
wisconsin rapids,wisconsin rapids,united states,wisconsin
milwaukee,milwaukee,united states,wisconsin
antigo,antigo,united states,wisconsin
bellevue,bellevue,united states,wisconsin
mequon,mequon,united states,wisconsin
fort atkinson,fort atkinson,united states,wisconsin
black river falls,black river falls,united states,wisconsin
menasha,menasha,united states,wisconsin
sturgeon bay,sturgeon bay,united states,wisconsin
whitefish bay,whitefish bay,united states,wisconsin
waunakee,waunakee,united states,wisconsin
madison,madison,united states,wisconsin
oak creek,oak creek,united states,wisconsin
wausau,wausau,united states,wisconsin
shawano,shawano,united states,wisconsin
ashwaubenon,ashwaubenon,united states,wisconsin
brown deer,brown deer,united states,wisconsin
racine,racine,united states,wisconsin
richfield,richfield,united states,wisconsin
waupun,waupun,united states,wisconsin
lake mills,lake mills,united states,wisconsin
mcfarland,mcfarland,united states,wisconsin
superior,superior,united states,wisconsin
green bay,green bay,united states,wisconsin
franklin,franklin,united states,wisconsin
delafield,delafield,united states,wisconsin
new richmond,new richmond,united states,wisconsin
portage,portage,united states,wisconsin
hudson,hudson,united states,wisconsin
wauwatosa,wauwatosa,united states,wisconsin
neenah,neenah,united states,wisconsin
somers,somers,united states,wisconsin
river falls,river falls,united states,wisconsin
milton,milton,united states,wisconsin
sturtevant,sturtevant,united states,wisconsin
plymouth,plymouth,united states,wisconsin
eau claire,eau claire,united states,wisconsin
new berlin,new berlin,united states,wisconsin
cedarburg,cedarburg,united states,wisconsin
south charleston,south charleston,united states,west virginia
buckhannon,buckhannon,united states,west virginia
point pleasant,point pleasant,united states,west virginia
clarksburg,clarksburg,united states,west virginia
wheeling,wheeling,united states,west virginia
hurricane,hurricane,united states,west virginia
martinsburg,martinsburg,united states,west virginia
fairmont,fairmont,united states,west virginia
logan,logan,united states,west virginia
dunbar,dunbar,united states,west virginia
beckley,beckley,united states,west virginia
saint albans,saint albans,united states,west virginia
huntington,huntington,united states,west virginia
charleston,charleston,united states,west virginia
grafton,grafton,united states,west virginia
morgantown,morgantown,united states,west virginia
parkersburg,parkersburg,united states,west virginia
keyser,keyser,united states,west virginia
lewisburg,lewisburg,united states,west virginia
bridgeport,bridgeport,united states,west virginia
ranson,ranson,united states,west virginia
new martinsville,new martinsville,united states,west virginia
weirton,weirton,united states,west virginia
princeton,princeton,united states,west virginia
bluefield,bluefield,united states,west virginia
oak hill,oak hill,united states,west virginia
elkins,elkins,united states,west virginia
moundsville,moundsville,united states,west virginia
charles town,charles town,united states,west virginia
nitro,nitro,united states,west virginia
shepherdstown,shepherdstown,united states,west virginia
vienna,vienna,united states,west virginia
honolulu,honolulu,united states,hawaii
tequesta,tequesta,united states,florida
north palm beach,north palm beach,united states,florida
keystone heights,keystone heights,united states,florida
miami springs,miami springs,united states,florida
bradenton,bradenton,united states,florida
lakeland,lakeland,united states,florida
winter springs,winter springs,united states,florida
mascotte,mascotte,united states,florida
miami lakes,miami lakes,united states,florida
estero,estero,united states,florida
ocala,ocala,united states,florida
ormond beach,ormond beach,united states,florida
dade city,dade city,united states,florida
lake placid,lake placid,united states,florida
brooksville,brooksville,united states,florida
daytona beach,daytona beach,united states,florida
pinellas park,pinellas park,united states,florida
wildwood,wildwood,united states,florida
edgewater,edgewater,united states,florida
key biscayne,key biscayne,united states,florida
winter haven,winter haven,united states,florida
pembroke pines,pembroke pines,united states,florida
lighthouse point,lighthouse point,united states,florida
seminole,seminole,united states,florida
new port richey,new port richey,united states,florida
lake city,lake city,united states,florida
port saint lucie,port saint lucie,united states,florida
quincy,quincy,united states,florida
venice,venice,united states,florida
clearwater,clearwater,united states,florida
lady lake,lady lake,united states,florida
panama city,panama city,united states,florida
south bay,south bay,united states,florida
sarasota,sarasota,united states,florida
south miami,south miami,united states,florida
frostproof,frostproof,united states,florida
wauchula,wauchula,united states,florida
oviedo,oviedo,united states,florida
orlando,orlando,united states,florida
sebring,sebring,united states,florida
oldsmar,oldsmar,united states,florida
saint cloud,saint cloud,united states,florida
aventura,aventura,united states,florida
cooper city,cooper city,united states,florida
starke,starke,united states,florida
valparaiso,valparaiso,united states,florida
wilton manors,wilton manors,united states,florida
bonita springs,bonita springs,united states,florida
ocoee,ocoee,united states,florida
niceville,niceville,united states,florida
palmetto bay,palmetto bay,united states,florida
winter garden,winter garden,united states,florida
port orange,port orange,united states,florida
saint pete beach,saint pete beach,united states,florida
tarpon springs,tarpon springs,united states,florida
callaway,callaway,united states,florida
west miami,west miami,united states,florida
tallahassee,tallahassee,united states,florida
panama city beach,panama city beach,united states,florida
marathon,marathon,united states,florida
orange city,orange city,united states,florida
sanford,sanford,united states,florida
lake mary,lake mary,united states,florida
royal palm beach,royal palm beach,united states,florida
leesburg,leesburg,united states,florida
lauderdale-by-the-sea,lauderdale-by-the-sea,united states,florida
miami,miami,united states,florida
west park,west park,united states,florida
palmetto,palmetto,united states,florida
north port,north port,united states,florida
west palm beach,west palm beach,united states,florida
eustis,eustis,united states,florida
palm coast,palm coast,united states,florida
boynton beach,boynton beach,united states,florida
fort walton beach,fort walton beach,united states,florida
miramar,miramar,united states,florida
avon park,avon park,united states,florida
palm bay,palm bay,united states,florida
safety harbor,safety harbor,united states,florida
miami beach,miami beach,united states,florida
lake wales,lake wales,united states,florida
atlantic beach,atlantic beach,united states,florida
delray beach,delray beach,united states,florida
oakland park,oakland park,united states,florida
sunrise,sunrise,united states,florida
sunny isles beach,sunny isles beach,united states,florida
deland,deland,united states,florida
hollywood,hollywood,united states,florida
fort myers beach,fort myers beach,united states,florida
lake park,lake park,united states,florida
lantana,lantana,united states,florida
vero beach,vero beach,united states,florida
pembroke park,pembroke park,united states,florida
debary,debary,united states,florida
miami gardens,miami gardens,united states,florida
saint petersburg,saint petersburg,united states,florida
west melbourne,west melbourne,united states,florida
fort myers,fort myers,united states,florida
naples,naples,united states,florida
newberry,newberry,united states,florida
minneola,minneola,united states,florida
hallandale beach,hallandale beach,united states,florida
sanibel,sanibel,united states,florida
fernandina beach,fernandina beach,united states,florida
groveland,groveland,united states,florida
coral gables,coral gables,united states,florida
lauderhill,lauderhill,united states,florida
clewiston,clewiston,united states,florida
