Jon Allen,ylixir,,FALSE,Fargo/ ND,united states
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Christoph M. Becker,cmb69,,FALSE,,blank field
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
Dmitry Stogov,dstogov,,FALSE,Russia,russia
Chad Sikorra,ChadSikorra,www.chadsikorra.com,TRUE,Wisconsin,united states
Christoph M. Becker,cmb69,,TRUE,,blank field
Adam,adsr,,FALSE,New York/ NY,united states
Bartosz Dziewoński,MatmaRex,,FALSE,Poland,poland
Aaron Piotrowski,trowski,https://trowski.com,TRUE,Minnesota,united states
Aaron Piotrowski,trowski,https://trowski.com,TRUE,Minnesota,united states
Michael Orlitzky,orlitzky,http://michael.orlitzky.com/,FALSE,Baltimore/ MD,united states
tyage,tyage,https://tyage.net,FALSE,Kyoto,japan
Jakub Zelenka,bukka,http://bukka.eu,FALSE,London/ United Kingdom,united kingdom
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,FALSE,Germany,germany
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,FALSE,Germany,germany
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Ryan McCullagh,rmccullagh,,FALSE,,blank field
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,FALSE,Germany,germany
mcq8,mcq8,,FALSE,,blank field
Raphaël Tournoy,rtournoy,,TRUE,France,france
Sammy Kaye Powers,SammyK,sammyk.me,TRUE,Probably in a coffee shop right now,Undefined
Dmitry Stogov,dstogov,,FALSE,Russia,russia
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
CARBONNEAUX Mathieu,mcarbonneaux,http://www.ch2o.info,FALSE,France,france
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
Ryan Jentzsch,RyanNerd,https://stackoverflow.com/users/4323201/ryannerd,FALSE,Saint George/ Utah/ USA,saint vincent and the grenadines
Martin Vobruba,vobruba-martin,,FALSE,,blank field
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Dmitry Stogov,dstogov,,FALSE,Russia,russia
Dmitry Stogov,dstogov,,FALSE,Russia,russia
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
Lauri Kenttä,Metabolix,,TRUE,Finland,finland
Andy Theuninck,gohanman,,FALSE,,blank field
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
,ghfjdksl,,FALSE,,blank field
Torben Köhn,TorbenKoehn,http://torbens.talesoft.codes,TRUE,Berlin/ Germany,germany
,owengo,,FALSE,,blank field
,ghfjdksl,,FALSE,,blank field
Elan Ruusamäe,glensc,,FALSE,,blank field
Nikita Nefedov,nikita2206,,FALSE,Moscow/ Russia,russia
Nikita Nefedov,nikita2206,,FALSE,Moscow/ Russia,russia
,Danack,,TRUE,Bristol/ England,united kingdom
sskaje,sskaje,https://sskaje.me/,TRUE,,blank field
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
,smoon8,,FALSE,,blank field
Rowan Collins,IMSoP,http://rwec.co.uk,FALSE,,blank field
Yo-An Lin,c9s,http://corneltek.com,FALSE,Taipei/ Taiwan,taiwan
Loz Calver,kinglozzer,https://twitter.com/kinglozzer,FALSE,Norwich/ UK,united kingdom
Bob Weinand,bwoebi,,FALSE,Luxembourg,luxembourg
Yo-An Lin,c9s,http://corneltek.com,FALSE,Taipei/ Taiwan,taiwan
蝦米,jhdxr,,FALSE,Singapore,singapore
Pierrick Charron,adoy,http://www.adoy.net,FALSE,Montréal,canada
,maxdax15801,,FALSE,,blank field
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Levi Morrison,morrisonlevi,,TRUE,Provo/ UT,united states
Lior Kaplan,kaplanlior,,FALSE,,blank field
Lior Kaplan,kaplanlior,,TRUE,,blank field
Pierrick Charron,adoy,http://www.adoy.net,FALSE,Montréal,canada
Michael McConville,mmcco,https://www.sccs.swarthmore.edu/~mmcconv1,FALSE,Salt Lake City/ UT,united states
Levi Morrison,morrisonlevi,,FALSE,Provo/ UT,united states
Bob Weinand,bwoebi,,FALSE,Luxembourg,luxembourg
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
,bestis,,FALSE,,blank field
,algo13,,FALSE,,blank field
Chris Maiden,matason,,FALSE,,blank field
Valentin VĂLCIU,axiac,http://axiac.ro,FALSE,,blank field
Koko Torralba,Valkyrurr,,TRUE,Philippines,philippines
Dmitry Stogov,dstogov,,FALSE,Russia,russia
蝦米,jhdxr,,FALSE,Singapore,singapore
Dmitry Stogov,dstogov,,TRUE,Russia,russia
丁配龙,plding,,FALSE,,blank field
Simon Arlott,nomis,https://sa.me.uk/,FALSE,Scotland,Undefined
Nikita Nefedov,nikita2206,,TRUE,Moscow/ Russia,russia
Joe Watkins,krakjoe,http://blog.krakjoe.ninja,FALSE,United Kingdom,united kingdom
Adam Harvey,LawnGnome,http://about.me/LawnGnome,FALSE,Vancouver/ British Columbia,canada
蝦米,jhdxr,,FALSE,Singapore,singapore
Márcio Almada,marcioAlmada,https://twitter.com/wolfdalmada,FALSE,Brazil,brazil
jampunk ramadhan,jampunkramadhan,https://github.com/jampunkramadhan/,FALSE,East Java,Undefined
Joe Watkins,krakjoe,http://blog.krakjoe.ninja,FALSE,United Kingdom,united kingdom
Xinchen Hui,laruence,http://www.laruence.com,FALSE,Beijing/ China,china
Nazar Mokrynskyi,nazar-pc,https://patreon.com/nazarpc,TRUE,Galt's Gulch,Undefined
Thomas Punt,tpunt,https://phpinternals.net,FALSE,London/ United Kingdom,united kingdom
,punksdead,,FALSE,,blank field
Yo-An Lin,c9s,http://corneltek.com,FALSE,Taipei/ Taiwan,taiwan
Yo-An Lin,c9s,http://corneltek.com,FALSE,Taipei/ Taiwan,taiwan
Dominic,dol,snowgarden.ch,FALSE,Switzerland,switzerland
Reyad Attiyat,soda0289,,FALSE,,blank field
Jakub Zelenka,bukka,http://bukka.eu,FALSE,London/ United Kingdom,united kingdom
Lior Kaplan,kaplanlior,,TRUE,,blank field
Lior Kaplan,kaplanlior,,TRUE,,blank field
Anatol Belski,weltling,http://belski.net,FALSE,,blank field
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Dmitry Stogov,dstogov,,FALSE,Russia,russia
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Bob Weinand,bwoebi,,FALSE,Luxembourg,luxembourg
Yuji Uchiyama,y-uti,http://y-uti.hatenablog.jp/,FALSE,Kanagawa/ Japan,japan
Yo-An Lin,c9s,http://corneltek.com,FALSE,Taipei/ Taiwan,taiwan
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
Mark Plomer,not-implemented,,TRUE,Germany,germany
Joe Watkins,krakjoe,http://blog.krakjoe.ninja,FALSE,United Kingdom,united kingdom
Mathieu Kooiman,mathieuk,,FALSE,,blank field
Sébastien HOUZÉ,shouze,http://www.inextenso.digital/,FALSE,Marseille/ France,france
Yuji Uchiyama,y-uti,http://y-uti.hatenablog.jp/,FALSE,Kanagawa/ Japan,japan
,peterlebrun,,FALSE,,blank field
,RajaRamKannuri,,FALSE,,blank field
Andrea,hikari-no-yume,https://hikari.noyu.me/,TRUE,Lund/ Sverige,Undefined
Thomas Punt,tpunt,https://phpinternals.net,FALSE,London/ United Kingdom,united kingdom
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Scott,paragonie-scott,https://paragonie.com,FALSE,Orlando/ FL,united states
Gary Hockin,GeeH,http://blog.hock.in,FALSE,Swansea/ UK,united kingdom
,Fermi,,FALSE,,blank field
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Andrea,hikari-no-yume,https://hikari.noyu.me/,TRUE,Lund/ Sverige,Undefined
Jasu,Jasu,,FALSE,,blank field
Michael Sierks,msierks,,TRUE,Winnipeg/ MB/ Canada,canada
Remi Collet,remicollet,https://blog.remirepo.net/,FALSE,France/ Champagne,france
Yuki Wong,v-kaywon,,FALSE,Redmond,united states
Remi Collet,remicollet,https://blog.remirepo.net/,FALSE,France/ Champagne,france
